Title,ISBN,Author,Book type,Original Price,Discounted Price,ISBN-10,Published Date,Publisher,No. of Pages
Three Daughters of Eve,9780241978870,Elif Shafak,917505,15.99,15.99,241978874,02-02-2017,Penguin Books Ltd,368
Iron Lake (20th Anniversary Edition),9780671036904,William Kent Krueger,917505,14.99,14.99,671036904,01-01-2000,Atria Books,336
The Chessmen,9780857382184,Peter May,917505,12.99,12.99,857382187,19-11-2012,Quercus,400
book not found,9780241982525,,,,,,,,
Things Fall Apart,9780141393964,Chinua Achebe,917505,15.99,15.99,141393963,25-04-2013,Penguin Books Ltd,176
The Silk Merchant's Daughter,9780241975909,Dinah Jefferies,917505,15.99,15.99,241975905,25-02-2016,Penguin Books Ltd,400
The Brightest Star in the Sky,9780141958309,Marian Keyes,917505,15.99,15.99,141958308,30-10-2009,Penguin Books Ltd,640
The Challenger Sale,9780670922864,"Matthew Dixon, Brent Adamson",917505,18.99,18.99,670922862,01-10-2012,Penguin Books Ltd,240
The David Raker Collection Books 1-3,9781405917315,Tim Weaver,917505,19.99,19.99,1405917318,26-09-2013,Penguin Books Ltd,1142
Dottir,9781250142658,"Katrin Davidsdottir, Rory McKernan",917505,19.51,15.99,1250142652,06-08-2019,St. Martin's Publishing Group,
Lost Innocence,9781409064916,Susan Lewis,917505,15.99,15.99,1409064913,01-04-2010,Random House,656
Berlin,9780141903026,Antony Beevor,917505,15.99,15.99,141903023,04-10-2007,Penguin Books Ltd,528
Fool Moon : Dresden Files,9780748116072,Jim Butcher,917505,12.99,12.99,748116079,04-03-2010,"Little, Brown Book Group",400
Good As Dead,9780748120482,Mark Billingham,917505,12.99,12.99,748120483,18-08-2011,"Little, Brown Book Group",352
Zero to One,9780753550304,"Blake Masters, Peter Thiel",917505,18.99,18.99,075355030X,18-09-2014,Ebury Publishing,224
First Light,9780241984338,Geoffrey Wellum,917505,15.99,15.99,241984335,17-05-2018,Penguin Books Ltd,352
Touching the Void,9780957519305,Joe Simpson,917505,9.48,9.48,957519303,03-01-2013,DirectAuthors.com Ltd.,
The Woman Who Stole My Life,9780718179571,Marian Keyes,917505,15.99,15.99,718179579,06-11-2014,Penguin Books Ltd,500
book not found,9780307422989,,,,,,,,
12 Rules for Life,9780241351659,Jordan B. Peterson,917505,15.99,15.99,241351650,16-01-2018,Penguin Books Ltd,448
The Other People,9781405939645,C. J. Tudor,917505,15.99,15.99,1405939648,23-01-2020,Penguin Books Ltd,400
I Know Why The Caged Bird Sings,9780748122349,Dr Maya Angelou,917505,12.99,12.99,748122346,02-09-2010,"Little, Brown Book Group",320
The Revenge of Seven,9781405913638,Pittacus Lore,917505,15.99,15.99,1405913630,26-08-2014,Penguin Books Ltd,400
book not found,9780316210829,,,,,,,,
book not found,9780463765791,,,,,,,,
The Growing Pains of Adrian Mole,9780718196127,Sue Townsend,917505,15.99,15.99,718196120,19-01-2012,Penguin Books Ltd,352
Fast Lane,9780463228456,Kristen Ashley,917505,7.36,7.36,463228456,15-10-2019,Kristen Ashley,
The Hazel Wood,9780141388670,Melissa Albert,917505,12.99,12.99,141388676,08-02-2018,Penguin Random House Children's UK,400
Triptych,9781407008394,Karin Slaughter,917505,15.99,15.99,1407008390,04-09-2008,Random House,528
Miracle on Regent Street,9780857202918,Ali Harris,917505,13.99,13.99,085720291X,13-10-2011,Simon & Schuster UK,496
The Anatomist's Wife,9781101612323,Anna Lee Huber,917505,17.14,13.99,1101612320,06-11-2012,Penguin Publishing Group,368
book not found,9780547728469,,,,,,,,
Nancy Drew 21,9781101077221,Carolyn Keene,917505,14.66,11.99,1101077220,01-01-2000,Penguin Young Readers Group,192
Mageborn,9781311117090,Michael G. Manning,917505,9.00,9.00,1311117091,14-05-2015,Michael G. Manning,
book not found,9780834821040,,,,,,,,
Ghost Fleet,9780544145979,"P. W. Singer, August Cole",917505,9.99,9.99,544145976,30-06-2015,HarperCollins,368
book not found,9780061135675,,,,,,,,
The Darling Buds of May,9780141902807,H. E. Bates,917505,15.99,15.99,141902809,30-11-2006,Penguin Books Ltd,144
Love Like Blood,9780751566925,Mark Billingham,917504,22.99,20.40,751566926,13-03-2018,Little Brown,512
book not found,9780316449038,,,,,,,,
book not found,9780230764897,,,,,,,,
The School of Life,9780241985854,"Alain de Botton, The School of Life (PRH Rights)",917505,16.99,16.99,241985854,05-09-2019,Penguin Books Ltd,240
She,9780307808028,"H. Rider Haggard, Margaret Atwood, Charles H.M. Kerr, Maurice Greiffenhagen",917505,6.99,6.99,307808025,30-11-2011,Random House Publishing Group,
Winning Not Fighting,9780241318386,"John Vincent, Sifu Julian Hitch",917505,18.99,18.99,241318386,07-11-2019,Penguin Books Ltd,256
Mary Barton,9780141974675,Elizabeth Gaskell,917505,10.99,10.99,141974672,30-08-2012,Penguin Books Ltd,512
First Class Murder,9780141369839,Robin Stevens,917505,9.99,9.99,141369833,25-02-2016,Penguin Random House Children's UK,336
Lovers and Strangers,9780141974965,Clair Wills,917505,15.99,15.99,141974966,31-08-2017,Penguin Books Ltd,240
Eat to Beat Disease,9781538715499,William W. Li,917504,160.75,160.75,153871549X,01-03-2019,GRAND CENTRAL PUBL            ,688
The Blood of Olympus (Heroes of Olympus Book 5),9780141339238,Rick Riordan,917505,12.99,12.99,141339233,07-10-2014,Penguin Random House Children's UK,608
Five Little Monkeys Trick-or-Treat,9780547859095,"Eileen Christelow, Eileen Christelow",917505,4.99,4.99,547859090,13-08-2013,HarperCollins,
Men At Arms,9781407034904,Terry Pratchett,917505,15.99,15.99,1407034901,16-12-2008,Transworld,432
The Broken Eye,9780748116997,Brent Weeks,917505,12.99,12.99,748116990,26-08-2014,"Little, Brown Book Group",816
A New Earth,9780141908762,Eckhart Tolle,917505,4.99,4.99,141908769,01-01-2009,Penguin Books Ltd,336
Girl in Luv,9781393711339,"Jay Crownover, Rebecca Yarros",917505,4.99,4.99,1393711332,20-10-2019,?Jay Crownover,
The Art of War,9780141919683,"Sun-tzu, John Minford",917505,10.99,10.99,014191968X,29-05-2008,Penguin Books Ltd,112
Mustache Baby Meets His Match,9780544539211,"Bridget Heos, Joy Ang",917505,11.99,11.99,544539214,03-03-2015,HarperCollins,
Unnatural Causes,9781405923552,Dr Richard Shepherd,917505,14.99,14.99,1405923555,20-09-2018,Penguin Books Ltd,400
$2.00 A Day,9780544303249,"Kathryn J. Edin, H. Luke Shaefer",917505,26.99,26.99,544303245,01-09-2015,HarperCollins,288
Ms. Marvel Vol. 1,9781302402228,"G. Willow Wilson, Jacob Wyatt",917505,13.19,10.99,1302402226,13-03-2019,Marvel Entertainment,
Liquidate Paris,9780297865803,Sven Hassel,917505,12.99,12.99,297865803,23-12-2010,Orion,320
100+ Knock Knock Jokes for Kids,9781311339607,Johnny B. Laughing,917505,1.57,1.57,1311339604,06-10-2015,Hey Sup Bye Publishing,
Blood Trade,9781101607626,Faith Hunter,917505,11.72,10.99,1101607629,02-04-2013,Penguin Publishing Group,336
Charlie and the Chocolate Factory,9780141960616,"Roald Dahl, Quentin Blake",917505,9.99,9.99,141960612,03-06-2010,Penguin Random House Children's UK,208
book not found,9780141385273,,,,,,,,
The Outback Governess,9780648046271,Sarah Williams,917505,5.99,5.99,648046273,14-11-2017,Serenade Publishing,
Firewall,9781407017686,"Henning Mankell, Ebba Segerberg",917505,15.99,15.99,1407017683,30-10-2008,Random House,544
The Black Swan,9780141906201,Nassim Nicholas Taleb,917505,15.99,15.99,141906200,03-04-2008,Penguin Books Ltd,480
The Path Of Daggers,9780748115419,Robert Jordan,917505,12.99,12.99,748115412,18-05-2010,"Little, Brown Book Group",672
I Am Malala,9780297870937,"Malala Yousafzai, Christina Lamb",917505,11.99,11.99,297870939,08-10-2013,Orion,320
book not found,9780465029747,,,,,,,,
book not found,9780007444250,,,,,,,,
Chernobyl Prayer,9780241270547,"Svetlana Alexievich, Anna Gunin, Arch Tait",917505,15.99,15.99,241270545,21-04-2016,Penguin Books Ltd,240
Sojourn,9780786954032,R.A. Salvatore,917505,16.12,12.99,786954035,23-06-2009,Wizards of the Coast Publishing,352
Goodnight Mister Tom,9780141964522,Michelle Magorian,917505,9.99,9.99,141964529,03-06-2010,Penguin Random House Children's UK,448
book not found,9780307388124,,,,,,,,
book not found,9780061751752,,,,,,,,
Stig of the Dump,9780141960609,"Clive King, Mr Edward Ardizzone",917505,9.99,9.99,141960604,03-06-2010,Penguin Random House Children's UK,256
The Diary of a Young Girl,9780141971667,Anne Frank,917505,14.99,14.99,141971665,12-06-2011,Penguin Books Ltd,368
Strange Tales from a Chinese Studio,9780141928524,"Pu Songling, John Minford, John Minford",917505,14.99,14.99,141928522,25-05-2006,Penguin Books Ltd,608
Operation Mincemeat,9781408808542,Ben Macintyre,917505,18.39,15.99,1408808544,18-01-2010,Bloomsbury Publishing,432
book not found,9781306021241,,,,,,,,
Who Dares Wins,9780141975276,Dominic Sandbrook,917505,19.99,19.99,014197527X,03-10-2019,Penguin Books Ltd,480
Nothing but Trouble,9780748123018,Roberta Kray,917505,12.99,12.99,748123016,26-04-2012,"Little, Brown Book Group",480
The Prosperity Bible,9781101097632,Napoleon Hill,917505,25.70,20.99,1101097639,08-11-2007,Penguin Publishing Group,1280
book not found,9780230754799,,,,,,,,
Because of Mr. Terupt,9780375896156,Rob Buyea,917505,13.19,10.99,375896155,12-10-2010,Random House Children's Books,
Rogue,9781310976322,Karen Lynch,917505,6.84,6.84,1310976325,24-11-2015,Karen Lynch,
Deep Sea and Foreign Going,9781846272998,Rose George,917504,24.99,21.75,1846272998,01-08-2014,Granta,320
Remember Me,9780141907857,Lesley Pearse,917505,15.99,15.99,141907851,07-08-2003,Penguin Books Ltd,600
The Scarpetta Factor,9780748113118,Patricia Cornwell,917505,11.99,11.99,748113118,20-10-2009,"Little, Brown Book Group",512
book not found,9781281371812,,,,,,,,
Crap CVs,9781405920452,Jenny Crompton,917505,14.99,14.99,1405920459,09-10-2014,Penguin Books Ltd,240
Everything I Know About Love,9780241982099,Dolly Alderton,917505,16.99,16.99,024198209X,01-02-2018,Penguin Books Ltd,304
The Spirit Level,9780141921150,"Kate Pickett, Richard Wilkinson",917505,16.99,16.99,141921153,04-11-2010,Penguin Books Ltd,400
The Better Angels of Our Nature,9780141959740,Steven Pinker,917505,18.99,18.99,141959746,06-10-2011,Penguin Books Ltd,1056
Steal Like an Artist,9780761169253,Austin Kleon,917504,26.99,22.95,761169253,01-05-2012,Workman,160
Call The Midwife,9780297859666,Jennifer Worth,917505,11.99,11.99,297859668,14-05-2009,Orion,368
book not found,9780982601617,,,,,,,,
book not found,9780297857136,,,,,,,,
Fire Ice,9781405909563,"Clive Cussler, Paul Kemprecos",917505,14.99,14.99,1405909560,07-06-2012,Penguin Books Ltd,560
The Hunter,9780748122851,Tom Wood,917505,11.99,11.99,748122850,12-05-2011,"Little, Brown Book Group",400
Cider With Rosie,9781407073361,Laurie Lee Mbe Mbe,917505,14.99,14.99,1407073362,19-08-2011,Random House,240
Your Blue-Eyed Boy,9780141917320,Helen Dunmore,917505,15.99,15.99,141917326,27-03-2008,Penguin Books Ltd,256
book not found,9780994054456,,,,,,,,
Santaland Diaries,9780748123070,David Sedaris,917505,12.99,12.99,748123075,05-08-2010,"Little, Brown Book Group",160
Notes on a Scandal,9780141901916,Zoë Heller,917505,15.99,15.99,141901918,18-01-2007,Penguin Books Ltd,256
Small Island,9780755359714,Andrea Levy,917505,12.99,12.99,755359712,30-04-2009,Headline,422
Waiting for Wednesday,9780141964034,Nicci French,917505,15.99,15.99,141964030,20-06-2013,Penguin Books Ltd,384
book not found,9780988776241,,,,,,,,
The Man in the High Castle,9780241964262,"Philip K. Dick, Eric Brown",917505,15.99,15.99,241964261,02-08-2012,Penguin Books Ltd,272
Splinter the Silence,9780751561418,Val McDermid,917505,16.99,16.99,075156141X,27-08-2015,"Little, Brown Book Group",400
book not found,9780748128228,,,,,,,,
book not found,9780755147533,,,,,,,,
The Hero of Ages,9780575097766,Brandon Sanderson,917505,11.99,11.99,575097760,30-03-2010,Orion,768
With the Old Breed,9781409003076,Eugene B Sledge,917505,18.99,18.99,1409003078,07-07-2010,Ebury Publishing,352
book not found,9780141350196,,,,,,,,
A Month in Siena,9780241987063,Hisham Matar,917505,16.99,16.99,241987067,17-10-2019,Penguin Books Ltd,128
AI Superpowers,9781328545862,Kai-Fu Lee,917505,13.99,13.99,1328545865,25-09-2018,HarperCollins,
book not found,9781310410901,,,,,,,,
book not found,9780307276797,,,,,,,,
book not found,9780230752771,,,,,,,,
George Passant,9780755120109,C.P. Snow,917505,10.99,9.99,755120108,01-10-2015,House of Stratus,338
Elon Musk,9780753550663,Ashlee Vance,917505,18.99,18.99,753550660,21-05-2015,Ebury Publishing,400
Scandal Never Sleeps,9780698163010,"Lexi Blake, Shayla Black",917505,6.99,6.99,069816301X,18-08-2015,Penguin Publishing Group,
South by Java Head,9780007289431,Alistair MacLean,917505,15.99,15.99,000728943X,04-09-2008,HarperCollins Publishers,448
Cold Days,9780748130818,Jim Butcher,917505,12.99,12.99,748130810,29-11-2012,"Little, Brown Book Group",416
Dark Winter,9781407039084,Andy McNab,917505,15.99,15.99,1407039083,02-10-2008,Transworld,496
Roses are Red,9780755387250,James Patterson,917505,12.99,12.99,755387252,23-06-2011,Headline,329
Mr Maybe,9780141956527,Jane Green,917505,15.99,15.99,141956526,27-11-2003,Penguin Books Ltd,432
The Beggar Maid,9781448135608,Dilly Court,917505,15.99,15.99,1448135605,19-06-2014,Random House,480
Human Compatible,9780241335246,Stuart Russell,917505,16.99,16.99,241335248,08-10-2019,Penguin Books Ltd,352
book not found,9780141918846,,,,,,,,
The Worst Witch,9780141971575,Jill Murphy,917505,9.99,9.99,141971576,03-03-2011,Penguin Random House Children's UK,112
Elizabeth is Missing,9780241968192,Emma Healey,917505,15.99,15.99,241968194,05-06-2014,Penguin Books Ltd,288
Christmas at Battersea,9781405919715,Battersea Dogs & Cats Home,917505,14.99,14.99,140591971X,20-11-2014,Penguin Books Ltd,288
book not found,9780755147557,,,,,,,,
book not found,9781310537349,,,,,,,,
Make It Stick,9780674729018,"Peter C. Brown, Henry L. Roediger, Mark A. McDaniel",917504,59.95,39.75,674729013,14-04-2014,Harvard University Press,336
Journey Of Souls: Case Studies Of Life Between Lives,9780738717500,Michael Newton,917505,27.86,22.99,738717509,01-11-2008,Llewellyn,288
A Spirited Girl on Cornish Shores,9780463368831,Laura Briggs,917505,0.99,0.99,463368835,26-07-2019,Laura Briggs,
The Art of Travel,9780141930268,Alain de Botton,917505,16.99,16.99,141930268,29-05-2003,Penguin Books Ltd,272
book not found,9780463469149,,,,,,,,
In the Buddha's Words,9780861719969,"Bhikkhu Bodhi, His Holiness the Dalai Lama",917505,9.99,9.99,861719964,10-08-2005,Wisdom Publications,512
The Other Slavery,9780544602670,Andrés Reséndez,917505,14.99,14.99,544602676,12-04-2016,HarperCollins,448
Ashes to Ashes & Back,9781370734337,Spooks,917505,1.80,1.80,1370734336,01-11-2016,Spooks,
book not found,9780982422755,,,,,,,,
The Blue Afternoon,9780141929774,William Boyd,917505,15.99,15.99,141929774,19-12-2013,Penguin Books Ltd,336
book not found,9780463255414,,,,,,,,
The Bone Bed,9780748128181,Patricia Cornwell,917505,11.99,11.99,748128182,16-10-2012,"Little, Brown Book Group",512
A Time To Kill,9781407059518,John Grisham,917505,15.99,15.99,1407059513,21-04-2010,Random House,752
The Lights Go Out in Lychford,9781250249463,Paul Cornell,917505,14.29,11.99,1250249465,26-03-2024,Tor Publishing Group,
Royals,9781408895207,Emma Forrest,917505,18.39,15.99,140889520X,31-10-2019,Bloomsbury Publishing,336
The Secret Rooms,9780241960387,Catherine Bailey,917505,15.99,15.99,024196038X,01-11-2012,Penguin Books Ltd,480
book not found,9780230768116,,,,,,,,
Butterfly Brain,9780297859116,Barry Cryer,917505,13.99,13.99,297859110,17-12-2009,Orion,256
The Mask of Dimitrios,9780141924540,"Eric Ambler, Mark Mazower",917505,15.99,15.99,141924543,28-05-2009,Penguin Books Ltd,240
book not found,9781101042458,,,,,,,,
An Inspector Calls and Other Plays,9780141917115,J B Priestley,917505,15.99,15.99,141917113,29-03-2001,Penguin Books Ltd,304
A Noble Radiance,9781407097961,Donna Leon,917505,15.99,15.99,1407097962,30-09-2010,Random House,288
Clean Code: A Handbook of Agile Software Craftsmanship,9780136083252,Robert C. Martin,917505,76.62,76.62,136083250,01-08-2008,Pearson Education,0
The Know,9780755350780,Martina Cole,917505,11.99,11.99,755350782,05-07-2004,Headline,300
The Sparrow,9781407057026,Mary Doria Russell,917505,15.99,15.99,1407057022,23-02-2010,Transworld,512
book not found,9780307267450,,,,,,,,
book not found,9780465096060,,,,,,,,
Reflected in You,9781405910262,Sylvia Day,917505,4.99,4.99,1405910267,02-10-2012,Penguin Books Ltd,352
Grave Peril : Dresden Files,9780748116089,Jim Butcher,917505,12.99,12.99,748116087,04-03-2010,"Little, Brown Book Group",432
Passing,9780486113463,Nella Larsen,917505,10.20,10.20,486113469,06-02-2012,Dover Publications,112
Traction,9780241242551,"Gabriel Weinberg, Justin Mares",917505,18.99,18.99,024124255X,06-10-2015,Penguin Books Ltd,240
Becoming his Monster,9780997720112,Amelia Hutchins,917505,6.87,6.87,997720115,01-01-2019,Amelia Hutchins,
Gridlock,9781407040929,Ben Elton,917505,15.99,15.99,1407040928,26-12-2008,Transworld,448
Tuck Everlasting,9780374706449,Natalie Babbitt,917505,11.21,9.99,374706441,17-09-2010,"Farrar, Straus and Giroux (BYR)",
"Men Are From Mars, Women Are From Venus",9780007152599,John Gray,917504,24.99,21.75,7152590,01-06-2012,HarperCollins Publishers,320
book not found,9780061984204,,,,,,,,
book not found,9781447274452,,,,,,,,
book not found,9781101642610,,,,,,,,
book not found,9781310521195,,,,,,,,
The Client,9781407059013,John Grisham,917505,15.99,15.99,1407059017,21-04-2010,Random House,640
The Lost World,9781407097626,Michael Crichton,917505,15.99,15.99,1407097628,04-09-2008,Random House,448
book not found,9781281372079,,,,,,,,
book not found,9781306432771,,,,,,,,
Shiang,9780718186791,C. F. Iggulden,917505,15.99,15.99,718186796,06-09-2018,Penguin Books Ltd,400
Deadlocked : A True Blood Novel,9780575096608,Charlaine Harris,917505,11.99,11.99,575096608,01-05-2012,Orion,352
The Peripheral,9780241961018,William Gibson,917505,15.99,15.99,241961017,20-11-2014,Penguin Books Ltd,496
book not found,9780283071904,,,,,,,,
book not found,9780230736450,,,,,,,,
Hard Frost,9781407068039,R D Wingfield,917505,15.99,15.99,1407068032,30-09-2010,Transworld,448
If You Were Me,9780755378456,Sheila O'Flanagan,917504,26.99,22.95,755378458,12-05-2015,Headline,464
Washington,9780141966106,Ron Chernow,917505,18.99,18.99,141966106,02-12-2010,Penguin Books Ltd,896
The Lives of Stella Bain,9780748122424,Anita Shreve,917505,11.99,11.99,748122427,12-11-2013,"Little, Brown Book Group",272
book not found,9780698190856,,,,,,,,
East of Croydon,9781405938150,Sue Perkins,917505,14.99,14.99,1405938153,18-10-2018,Penguin Books Ltd,400
book not found,9781101626245,,,,,,,,
book not found,9780061974151,,,,,,,,
book not found,9780241004234,,,,,,,,
book not found,9781281372017,,,,,,,,
